,측정일자,도로변구분,측정소명,미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
2484,20230404,일반도로,홍릉로,39,0.041,0.025,0.4,0.003
2485,20230404,일반도로,종로,39,0.033,0.031,0.5,0.004
2486,20230404,일반도로,청계천로,40,0.04,0.03,0.5,0.004
2487,20230404,일반도로,한강대로,44,0.043,0.027,0.5,0.004
2488,20230404,중앙차로,공항대로,40,0.044,0.028,0.4,0.003
2489,20230404,일반도로,영등포로,39,0.037,0.032,0.4,0.003
2490,20230404,중앙차로,동작대로,40,0.042,0.034,0.4,0.003
2491,20230404,일반도로,시흥대로,42,0.03,0.045,0.4,0.003
2496,20230404,중앙차로,강남대로,43,0.037,0.032,0.5,0.003
2497,20230404,일반도로,도산대로,37,0.047,0.017,0.5,0.003
2498,20230404,일반도로,천호대로,35,0.044,0.024,0.4,0.003
2499,20230404,일반도로,신촌로,39,0.042,0.023,0.4,0.003
2500,20230403,일반도로,종로,46,0.036,0.032,0.6,0.004
2501,20230403,일반도로,영등포로,53,0.036,0.042,0.5,0.003
2503,20230403,중앙차로,공항대로,64,0.041,0.045,0.5,0.003
2504,20230403,경계,항동,46,0.046,0.02,0.4,0.003
2507,20230403,일반도로,홍릉로,48,0.039,0.033,0.5,0.003
2508,20230403,전용차로,정릉로,48,0.035,0.04,0.5,0.003
2509,20230403,전용차로,강변북로,46,0.035,0.043,0.5,0.003
2510,20230403,일반도로,화랑로,55,0.03,0.049,0.5,0.003
2511,20230403,일반도로,천호대로,47,0.04,0.034,0.5,0.003
2512,20230403,경계,세곡,56,0.037,0.033,0.5,0.004
2513,20230403,일반도로,도산대로,47,0.05,0.02,0.6,0.003
2514,20230403,일반도로,한강대로,57,0.049,0.029,0.5,0.004
2515,20230403,일반도로,청계천로,59,0.04,0.039,0.6,0.004
2517,20230403,중앙차로,강남대로,59,0.03,0.046,0.6,0.003
2518,20230403,중앙차로,동작대로,51,0.039,0.043,0.5,0.003
2519,20230403,경계,행주,51,0.037,0.029,0.4,0.003
2521,20230403,일반도로,신촌로,53,0.042,0.03,0.5,0.003
2522,20230403,일반도로,시흥대로,58,0.031,0.055,0.5,0.003
2526,20230402,일반도로,시흥대로,57,0.029,0.049,0.5,0.003
2527,20230402,중앙차로,동작대로,50,0.04,0.037,0.6,0.003
2529,20230402,일반도로,천호대로,44,0.042,0.026,0.5,0.003
2530,20230402,일반도로,영등포로,55,0.037,0.035,0.6,0.003
2531,20230402,일반도로,홍릉로,46,0.041,0.025,0.4,0.004
2532,20230402,전용차로,정릉로,47,0.039,0.031,0.5,0.003
2533,20230402,전용차로,강변북로,47,0.039,0.032,0.6,0.003
2534,20230402,일반도로,신촌로,52,0.041,0.025,0.5,0.003
2535,20230402,일반도로,화랑로,51,0.035,0.035,0.5,0.003
2536,20230402,중앙차로,공항대로,58,0.041,0.036,0.6,0.003
2537,20230402,경계,항동,45,0.045,0.016,0.4,0.003
2542,20230402,경계,행주,61,0.039,0.02,0.4,0.003
2543,20230402,경계,세곡,51,0.038,0.025,0.5,0.004
2544,20230402,일반도로,한강대로,55,0.048,0.023,0.5,0.004
2545,20230402,일반도로,청계천로,51,0.041,0.027,0.5,0.004
2546,20230402,일반도로,종로,45,0.035,0.026,0.6,0.003
2548,20230402,일반도로,도산대로,43,0.052,0.014,0.6,0.003
2549,20230402,중앙차로,강남대로,49,0.037,0.033,0.6,0.002
2550,20230401,경계,항동,94,0.046,0.023,0.6,0.004
2551,20230401,일반도로,시흥대로,103,0.033,0.062,0.7,0.005
2552,20230401,중앙차로,동작대로,88,0.042,0.054,0.7,0.004
2553,20230401,일반도로,영등포로,100,0.038,0.047,0.7,0.004
2554,20230401,중앙차로,공항대로,102,0.044,0.054,0.7,0.004
2555,20230401,일반도로,청계천로,87,0.046,0.039,0.6,0.004
2556,20230401,일반도로,한강대로,100,0.045,0.045,0.7,0.004
2563,20230401,경계,행주,94,0.042,0.035,0.5,0.004
2564,20230401,경계,세곡,88,0.042,0.038,0.6,0.004
2566,20230401,일반도로,천호대로,85,0.032,0.055,0.7,0.004
2567,20230401,일반도로,홍릉로,82,0.035,0.049,0.7,0.006
2568,20230401,전용차로,정릉로,81,0.043,0.043,0.6,0.004
2569,20230401,전용차로,강변북로,94,0.028,0.062,0.8,0.004
2570,20230401,일반도로,화랑로,80,0.04,0.047,0.6,0.004
2571,20230401,중앙차로,강남대로,98,0.033,0.054,0.8,0.003
2572,20230401,일반도로,도산대로,102,0.041,0.035,0.8,0.004
2573,20230401,일반도로,신촌로,101,0.034,0.047,0.7,0.004
2574,20230401,일반도로,종로,75,0.038,0.038,0.7,0.004
2575,20230331,중앙차로,강남대로,107,0.029,0.058,0.9,0.003
2576,20230331,일반도로,화랑로,93,0.035,0.053,0.6,0.004
2577,20230331,전용차로,강변북로,104,0.029,0.063,0.8,0.004
2578,20230331,전용차로,정릉로,94,0.04,0.048,0.7,0.004
2579,20230331,일반도로,홍릉로,94,0.036,0.048,0.6,0.004
2583,20230331,일반도로,종로,91,0.04,0.039,0.7,0.004
2584,20230331,일반도로,천호대로,92,0.039,0.049,0.6,0.004
2585,20230331,경계,항동,99,0.042,0.029,0.6,0.005
2588,20230331,중앙차로,공항대로,113,0.042,0.057,0.6,0.004
2589,20230331,일반도로,도산대로,107,0.047,0.032,0.8,0.004
2590,20230331,일반도로,청계천로,104,0.045,0.045,0.7,0.004
2591,20230331,일반도로,영등포로,106,0.036,0.057,0.7,0.004
2592,20230331,중앙차로,동작대로,99,0.039,0.06,0.7,0.004
2593,20230331,일반도로,시흥대로,116,0.033,0.065,0.7,0.005
2594,20230331,경계,세곡,102,0.035,0.047,0.7,0.004
2595,20230331,경계,행주,97,0.045,0.032,0.5,0.004
2598,20230331,일반도로,신촌로,112,0.034,0.048,0.8,0.004
2599,20230331,일반도로,한강대로,113,0.046,0.046,0.7,0.005
2600,20230330,경계,항동,86,0.039,0.027,0.7,0.004
2601,20230330,일반도로,화랑로,70,0.032,0.046,0.6,0.003
2602,20230330,전용차로,강변북로,73,0.023,0.057,0.7,0.004
2603,20230330,전용차로,정릉로,71,0.03,0.046,0.7,0.004
2604,20230330,일반도로,홍릉로,71,0.03,0.046,0.7,0.009
2605,20230330,일반도로,한강대로,94,0.034,0.051,0.8,0.005
2606,20230330,경계,세곡,69,0.028,0.044,0.6,0.004
2607,20230330,경계,행주,91,0.045,0.033,0.5,0.004
2608,20230330,일반도로,청계천로,81,0.038,0.041,0.7,0.004
2612,20230330,일반도로,종로,71,0.034,0.036,0.7,0.004
2613,20230330,일반도로,신촌로,94,0.028,0.048,0.7,0.004
2614,20230330,중앙차로,강남대로,80,0.026,0.053,0.8,0.004
2615,20230330,일반도로,도산대로,84,0.034,0.035,0.8,0.004
2616,20230330,일반도로,천호대로,62,0.03,0.045,0.6,0.004
2617,20230330,일반도로,시흥대로,84,0.029,0.059,0.7,0.005
2618,20230330,중앙차로,동작대로,73,0.032,0.055,0.7,0.004
2619,20230330,일반도로,영등포로,93,0.031,0.054,0.7,0.004
2620,20230330,중앙차로,공항대로,101,0.04,0.054,0.7,0.004
2625,20230329,일반도로,홍릉로,73,0.027,0.042,0.6,0.004
2626,20230329,일반도로,화랑로,76,0.024,0.048,0.6,0.004
2631,20230329,일반도로,청계천로,77,0.03,0.037,0.6,0.004
2632,20230329,중앙차로,공항대로,86,0.039,0.047,0.6,0.004
2633,20230329,일반도로,도산대로,93,0.029,0.03,0.7,0.003
2634,20230329,일반도로,천호대로,80,0.024,0.048,0.6,0.004
2635,20230329,중앙차로,강남대로,89,0.022,0.046,0.8,0.004
2636,20230329,전용차로,정릉로,77,0.026,0.045,0.6,0.004
2637,20230329,일반도로,영등포로,85,0.025,0.045,0.6,0.004
2638,20230329,중앙차로,동작대로,79,0.026,0.05,0.7,0.004
2639,20230329,일반도로,시흥대로,88,0.023,0.054,0.6,0.004
2640,20230329,전용차로,강변북로,91,0.02,0.054,0.7,0.004
2641,20230329,일반도로,한강대로,95,0.032,0.041,0.7,0.004
2642,20230329,일반도로,신촌로,88,0.023,0.042,0.7,0.004
2643,20230329,경계,세곡,81,0.028,0.037,0.6,0.004
2644,20230329,경계,행주,83,0.032,0.034,0.5,0.004
2648,20230329,경계,항동,71,0.035,0.022,0.5,0.004
2649,20230329,일반도로,종로,72,0.027,0.035,0.6,0.004
2650,20230328,전용차로,강변북로,76,0.021,0.05,0.6,0.004
2652,20230328,일반도로,시흥대로,65,0.026,0.043,0.5,0.004
2654,20230328,중앙차로,공항대로,64,0.034,0.038,0.5,0.003
2655,20230328,일반도로,화랑로,66,0.023,0.045,0.5,0.003
2656,20230328,일반도로,신촌로,67,0.023,0.034,0.5,0.003
2658,20230328,경계,항동,53,0.034,0.019,0.4,0.004
2659,20230328,일반도로,천호대로,70,0.026,0.043,0.5,0.004
2660,20230328,전용차로,정릉로,66,0.024,0.041,0.6,0.003
2661,20230328,일반도로,영등포로,63,0.026,0.041,0.5,0.003
2662,20230328,일반도로,도산대로,76,0.033,0.026,0.6,0.003
2665,20230328,일반도로,청계천로,65,0.031,0.035,0.6,0.004
2666,20230328,일반도로,한강대로,79,0.03,0.036,0.6,0.004
2668,20230328,중앙차로,동작대로,62,0.032,0.042,0.5,0.003
2669,20230328,경계,세곡,78,0.028,0.036,0.5,0.004
2670,20230328,중앙차로,강남대로,75,0.023,0.044,0.6,0.004
2671,20230328,경계,행주,55,0.027,0.031,0.4,0.004
2672,20230328,일반도로,종로,59,0.027,0.033,0.6,0.004
2673,20230328,일반도로,홍릉로,62,0.026,0.038,0.5,0.004
2675,20230327,일반도로,종로,44,0.037,0.02,0.5,0.004
2676,20230327,일반도로,화랑로,50,0.029,0.035,0.5,0.003
2677,20230327,일반도로,도산대로,52,0.041,0.019,0.5,0.003
2678,20230327,전용차로,강변북로,55,0.03,0.039,0.5,0.004
2679,20230327,전용차로,정릉로,47,0.033,0.03,0.5,0.003
2681,20230327,일반도로,홍릉로,44,0.033,0.028,0.5,0.003
2683,20230327,일반도로,천호대로,50,0.033,0.03,0.4,0.003
2684,20230327,경계,항동,42,0.041,0.014,0.4,0.004
2687,20230327,중앙차로,강남대로,60,0.03,0.037,0.6,0.003
2689,20230327,경계,행주,44,0.037,0.019,0.3,0.003
2690,20230327,경계,세곡,52,0.034,0.029,0.5,0.004
2692,20230327,일반도로,신촌로,53,0.032,0.029,0.5,0.003
2693,20230327,중앙차로,공항대로,50,0.04,0.029,0.4,0.003
2695,20230327,일반도로,영등포로,48,0.034,0.031,0.5,0.003
2696,20230327,일반도로,한강대로,58,0.04,0.024,0.5,0.004
2697,20230327,중앙차로,동작대로,47,0.037,0.033,0.5,0.003
2698,20230327,일반도로,청계천로,48,0.041,0.024,0.4,0.004
2699,20230327,일반도로,시흥대로,50,0.034,0.032,0.4,0.004
2700,20230326,일반도로,종로,58,0.037,0.01,0.4,0.003
2702,20230326,일반도로,화랑로,63,0.039,0.017,0.4,0.003
2704,20230326,중앙차로,강남대로,69,0.038,0.018,0.5,0.002
2706,20230326,전용차로,강변북로,67,0.036,0.02,0.4,0.003
2707,20230326,일반도로,도산대로,67,0.039,0.013,0.5,0.003
2708,20230326,전용차로,정릉로,60,0.038,0.016,0.4,0.003
2709,20230326,일반도로,홍릉로,58,0.036,0.015,0.4,0.003
2710,20230326,일반도로,한강대로,69,0.041,0.012,0.4,0.004
2711,20230326,일반도로,천호대로,65,0.039,0.016,0.4,0.003
2712,20230326,경계,세곡,68,0.04,0.017,0.4,0.004
2713,20230326,경계,행주,54,0.039,0.005,0.2,0.003
2718,20230326,경계,항동,43,0.044,0.005,0.3,0.004
2719,20230326,일반도로,신촌로,65,0.034,0.016,0.4,0.003
2720,20230326,일반도로,시흥대로,57,0.036,0.015,0.3,0.003
2721,20230326,중앙차로,동작대로,56,0.042,0.016,0.4,0.003
2722,20230326,일반도로,영등포로,57,0.037,0.014,0.4,0.003
2723,20230326,중앙차로,공항대로,60,0.039,0.013,0.4,0.003
2724,20230326,일반도로,청계천로,63,0.044,0.012,0.3,0.003
2725,20230325,일반도로,종로,90,0.025,0.022,0.5,0.003
2726,20230325,일반도로,천호대로,92,0.026,0.026,0.4,0.003
2727,20230325,전용차로,정릉로,96,0.026,0.025,0.5,0.003
2728,20230325,경계,행주,82,0.032,0.014,0.4,0.003
2730,20230325,일반도로,청계천로,98,0.031,0.021,0.4,0.003
2732,20230325,중앙차로,공항대로,97,0.027,0.03,0.4,0.003
2733,20230325,일반도로,영등포로,98,0.021,0.03,0.5,0.003
2734,20230325,중앙차로,동작대로,94,0.024,0.032,0.5,0.003
2735,20230325,일반도로,시흥대로,104,0.021,0.035,0.5,0.003
2736,20230325,일반도로,신촌로,105,0.021,0.026,0.5,0.003
2739,20230325,일반도로,한강대로,113,0.026,0.025,0.6,0.003
2741,20230325,경계,세곡,115,0.026,0.025,0.5,0.004
2744,20230325,경계,항동,79,0.031,0.013,0.5,0.004
2745,20230325,중앙차로,강남대로,113,0.02,0.032,0.6,0.003
2746,20230325,일반도로,도산대로,109,0.025,0.018,0.6,0.003
2747,20230325,일반도로,홍릉로,93,0.026,0.022,0.4,0.003
2748,20230325,전용차로,강변북로,104,0.021,0.031,0.6,0.003
2749,20230325,일반도로,화랑로,94,0.027,0.026,0.4,0.003
2750,20230324,일반도로,종로,124,0.023,0.025,0.5,0.004
2751,20230324,전용차로,강변북로,150,0.014,0.042,0.7,0.004
2752,20230324,중앙차로,강남대로,163,0.017,0.038,0.6,0.003
2754,20230324,일반도로,도산대로,152,0.021,0.023,0.6,0.003
2757,20230324,일반도로,한강대로,161,0.023,0.027,0.6,0.004
2758,20230324,일반도로,신촌로,142,0.018,0.028,0.5,0.004
2759,20230324,일반도로,홍릉로,132,0.023,0.028,0.5,0.004
2761,20230324,전용차로,정릉로,143,0.023,0.029,0.5,0.003
2762,20230324,일반도로,화랑로,147,0.026,0.03,0.5,0.003
2763,20230324,중앙차로,공항대로,139,0.026,0.028,0.4,0.003
2764,20230324,일반도로,천호대로,145,0.019,0.034,0.5,0.003
2765,20230324,일반도로,영등포로,131,0.023,0.029,0.5,0.003
2766,20230324,중앙차로,동작대로,124,0.021,0.033,0.5,0.004
2767,20230324,일반도로,시흥대로,134,0.02,0.035,0.5,0.004
2768,20230324,경계,행주,121,0.036,0.007,0.3,0.004
2771,20230324,경계,항동,111,0.034,0.012,0.4,0.004
2772,20230324,경계,세곡,165,0.019,0.034,0.5,0.004
2774,20230324,일반도로,청계천로,142,0.023,0.029,0.5,0.004
2779,20230323,경계,항동,88,0.043,0.009,0.5,0.004
2780,20230323,일반도로,청계천로,92,0.028,0.031,0.6,0.004
2781,20230323,일반도로,천호대로,81,0.028,0.033,0.6,0.003
2782,20230323,일반도로,도산대로,120,0.027,0.021,0.7,0.003
2783,20230323,중앙차로,강남대로,119,0.021,0.038,0.9,0.003
2785,20230323,전용차로,정릉로,75,0.034,0.027,0.5,0.003
2787,20230323,일반도로,한강대로,114,0.029,0.028,0.7,0.004
2788,20230323,전용차로,강변북로,106,0.017,0.047,0.8,0.003
2789,20230323,일반도로,종로,76,0.026,0.025,0.7,0.004
2790,20230323,일반도로,신촌로,104,0.024,0.031,0.6,0.004
2791,20230323,일반도로,화랑로,69,0.032,0.031,0.5,0.003
2792,20230323,경계,행주,109,0.04,0.007,0.4,0.003
2793,20230323,일반도로,시흥대로,101,0.031,0.029,0.5,0.004
2794,20230323,중앙차로,동작대로,88,0.027,0.038,0.6,0.003
2795,20230323,일반도로,영등포로,96,0.032,0.025,0.5,0.003
2796,20230323,중앙차로,공항대로,118,0.033,0.029,0.5,0.003
2797,20230323,일반도로,홍릉로,73,0.033,0.023,0.5,0.004
2799,20230323,경계,세곡,103,0.028,0.031,0.6,0.004
2801,20230322,일반도로,도산대로,84,0.023,0.042,0.9,0.004
2803,20230322,일반도로,천호대로,68,0.022,0.056,0.8,0.004
2804,20230322,경계,세곡,74,0.028,0.046,0.8,0.005
2805,20230322,중앙차로,강남대로,79,0.02,0.057,1.1,0.004
2806,20230322,일반도로,청계천로,67,0.029,0.045,0.8,0.005
2807,20230322,일반도로,한강대로,81,0.027,0.054,0.9,0.004
2808,20230322,일반도로,신촌로,79,0.019,0.055,0.9,0.004
2809,20230322,전용차로,강변북로,73,0.014,0.064,0.9,0.003
2811,20230322,일반도로,종로,58,0.026,0.043,0.8,0.004
2812,20230322,중앙차로,공항대로,93,0.018,0.058,0.7,0.004
2813,20230322,전용차로,정릉로,60,0.026,0.05,0.7,0.004
2814,20230322,일반도로,영등포로,78,0.024,0.059,0.9,0.004
2817,20230322,중앙차로,동작대로,73,0.024,0.062,0.9,0.004
2818,20230322,일반도로,시흥대로,91,0.02,0.07,0.9,0.005
2819,20230322,일반도로,홍릉로,66,0.023,0.052,0.7,0.005
2820,20230322,경계,항동,73,0.031,0.031,0.7,0.004
2821,20230322,경계,행주,70,0.031,0.035,0.6,0.004
2822,20230322,일반도로,화랑로,63,0.026,0.054,0.7,0.004
2826,20230321,전용차로,정릉로,57,0.023,0.055,0.7,0.004
2827,20230321,일반도로,홍릉로,63,0.021,0.057,0.7,0.004
2830,20230321,전용차로,강변북로,74,0.016,0.068,0.9,0.004
2831,20230321,일반도로,청계천로,61,0.031,0.048,0.7,0.004
2832,20230321,일반도로,한강대로,66,0.03,0.056,0.7,0.004
2833,20230321,경계,행주,59,0.031,0.039,0.5,0.004
2834,20230321,일반도로,화랑로,59,0.024,0.056,0.7,0.004
2835,20230321,일반도로,종로,52,0.029,0.044,0.7,0.004
2836,20230321,일반도로,신촌로,68,0.022,0.051,0.7,0.004
2837,20230321,일반도로,천호대로,66,0.021,0.056,0.7,0.004
2839,20230321,일반도로,도산대로,76,0.025,0.04,0.8,0.004
2840,20230321,중앙차로,강남대로,80,0.017,0.065,1.0,0.004
2841,20230321,일반도로,시흥대로,81,0.016,0.074,0.8,0.005
2843,20230321,중앙차로,동작대로,70,0.02,0.066,0.8,0.004
2845,20230321,일반도로,영등포로,68,0.024,0.059,0.7,0.004
2846,20230321,경계,세곡,71,0.024,0.051,0.7,0.005
2847,20230321,중앙차로,공항대로,78,0.023,0.057,0.7,0.004
2849,20230321,경계,항동,68,0.026,0.034,0.7,0.004
2850,20230320,경계,항동,69,0.029,0.023,0.7,0.004
2854,20230320,경계,행주,76,0.03,0.028,0.5,0.003
2855,20230320,경계,세곡,77,0.026,0.044,0.7,0.004
2856,20230320,전용차로,정릉로,89,0.018,0.053,0.8,0.004
2857,20230320,중앙차로,공항대로,91,0.018,0.048,0.7,0.004
2858,20230320,일반도로,종로,85,0.023,0.043,0.8,0.004
2859,20230320,중앙차로,강남대로,87,0.019,0.055,1.0,0.003
2860,20230320,일반도로,천호대로,82,0.015,0.057,0.8,0.004
2861,20230320,전용차로,강변북로,96,0.015,0.061,1.0,0.003
2862,20230320,일반도로,도산대로,107,0.021,0.037,0.9,0.004
2863,20230320,일반도로,한강대로,101,0.022,0.054,0.9,0.004
2864,20230320,일반도로,화랑로,84,0.02,0.051,0.8,0.003
2865,20230320,일반도로,신촌로,106,0.015,0.047,0.9,0.004
2866,20230320,일반도로,영등포로,98,0.02,0.052,0.9,0.004
2868,20230320,일반도로,시흥대로,92,0.021,0.054,0.8,0.004
2869,20230320,일반도로,청계천로,93,0.025,0.046,0.8,0.004
2871,20230320,일반도로,홍릉로,85,0.02,0.052,0.8,0.004
2872,20230320,중앙차로,동작대로,82,0.023,0.059,0.9,0.003
2875,20230319,중앙차로,공항대로,100,0.034,0.031,0.7,0.004
2878,20230319,일반도로,신촌로,107,0.028,0.032,0.8,0.004
2879,20230319,전용차로,정릉로,87,0.029,0.035,0.8,0.004
2880,20230319,중앙차로,강남대로,92,0.034,0.03,0.9,0.003
2881,20230319,일반도로,홍릉로,86,0.03,0.033,0.8,0.004
2882,20230319,전용차로,강변북로,103,0.029,0.036,1.0,0.003
2883,20230319,일반도로,화랑로,80,0.03,0.034,0.7,0.003
2884,20230319,일반도로,시흥대로,96,0.035,0.032,0.7,0.004
2886,20230319,일반도로,종로,87,0.032,0.027,0.8,0.004
2887,20230319,경계,세곡,83,0.034,0.025,0.7,0.004
2888,20230319,경계,행주,98,0.033,0.023,0.6,0.004
2889,20230319,중앙차로,동작대로,89,0.041,0.034,0.8,0.003
2892,20230319,일반도로,영등포로,98,0.031,0.032,0.8,0.003
2893,20230319,경계,항동,86,0.041,0.015,0.7,0.004
2896,20230319,일반도로,천호대로,85,0.035,0.031,0.7,0.003
2897,20230319,일반도로,도산대로,103,0.04,0.018,0.8,0.004
2898,20230319,일반도로,한강대로,106,0.036,0.031,0.8,0.004
2899,20230319,일반도로,청계천로,92,0.038,0.027,0.7,0.004
2900,20230318,중앙차로,강남대로,67,0.027,0.03,0.7,0.003
2904,20230318,경계,항동,49,0.038,0.011,0.4,0.004
2905,20230318,일반도로,홍릉로,60,0.025,0.028,0.6,0.004
2906,20230318,전용차로,정릉로,56,0.021,0.033,0.6,0.004
2907,20230318,전용차로,강변북로,68,0.019,0.041,0.7,0.004
2908,20230318,일반도로,화랑로,57,0.025,0.03,0.6,0.004
2909,20230318,일반도로,종로,51,0.028,0.02,0.6,0.004
2911,20230318,일반도로,청계천로,56,0.032,0.023,0.5,0.004
2912,20230318,일반도로,한강대로,67,0.031,0.024,0.6,0.004
2914,20230318,일반도로,도산대로,66,0.029,0.019,0.6,0.004
2915,20230318,일반도로,천호대로,59,0.022,0.034,0.6,0.003
2917,20230318,일반도로,시흥대로,58,0.029,0.025,0.5,0.003
2919,20230318,중앙차로,동작대로,56,0.03,0.03,0.6,0.003
2920,20230318,일반도로,영등포로,58,0.026,0.028,0.6,0.003
2921,20230318,중앙차로,공항대로,64,0.03,0.025,0.5,0.004
2922,20230318,일반도로,신촌로,67,0.023,0.03,0.6,0.003
2923,20230318,경계,세곡,64,0.027,0.027,0.5,0.005
2924,20230318,경계,행주,54,0.038,0.009,0.4,0.004
2929,20230317,경계,항동,35,0.029,0.014,0.3,0.004
2930,20230317,중앙차로,공항대로,55,0.019,0.035,0.4,0.003
2931,20230317,일반도로,영등포로,43,0.02,0.032,0.5,0.003
2932,20230317,중앙차로,동작대로,43,0.019,0.037,0.5,0.003
2933,20230317,일반도로,홍릉로,42,0.021,0.028,0.5,0.003
2934,20230317,일반도로,시흥대로,46,0.018,0.04,0.5,0.003
2935,20230317,경계,행주,39,0.031,0.014,0.3,0.003
2936,20230317,전용차로,정릉로,41,0.021,0.03,0.5,0.003
2938,20230317,일반도로,청계천로,40,0.026,0.025,0.5,0.003
2939,20230317,전용차로,강변북로,47,0.021,0.033,0.5,0.004
2940,20230317,일반도로,화랑로,45,0.016,0.038,0.5,0.003
2942,20230317,일반도로,신촌로,48,0.018,0.031,0.5,0.003
2943,20230317,일반도로,한강대로,53,0.024,0.028,0.6,0.004
2945,20230317,경계,세곡,51,0.017,0.036,0.4,0.004
2946,20230317,일반도로,종로,38,0.023,0.024,0.5,0.003
2947,20230317,일반도로,천호대로,47,0.018,0.034,0.5,0.003
2948,20230317,일반도로,도산대로,51,0.026,0.02,0.5,0.004
2949,20230317,중앙차로,강남대로,53,0.018,0.036,0.7,0.003
2950,20230316,전용차로,정릉로,55,0.027,0.023,0.4,0.003
2951,20230316,중앙차로,강남대로,73,0.025,0.028,0.6,0.002
2952,20230316,일반도로,청계천로,58,0.033,0.018,0.4,0.003
2953,20230316,일반도로,종로,54,0.031,0.013,0.4,0.003
2954,20230316,중앙차로,동작대로,56,0.027,0.025,0.4,0.003
2958,20230316,전용차로,강변북로,66,0.024,0.028,0.5,0.003
2959,20230316,일반도로,한강대로,77,0.031,0.017,0.5,0.004
2961,20230316,일반도로,시흥대로,62,0.025,0.024,0.4,0.003
2962,20230316,일반도로,화랑로,61,0.025,0.028,0.4,0.003
2963,20230316,일반도로,신촌로,66,0.022,0.026,0.4,0.003
2965,20230316,일반도로,천호대로,62,0.025,0.025,0.4,0.003
2967,20230316,일반도로,영등포로,59,0.023,0.027,0.4,0.003
2969,20230316,경계,세곡,68,0.029,0.023,0.3,0.003
2970,20230316,경계,행주,57,0.032,0.01,0.2,0.003
2971,20230316,중앙차로,공항대로,71,0.023,0.027,0.4,0.003
2972,20230316,일반도로,홍릉로,52,0.026,0.02,0.4,0.003
2973,20230316,일반도로,도산대로,68,0.028,0.016,0.5,0.003
2974,20230316,경계,항동,51,0.035,0.009,0.2,0.003
2976,20230315,중앙차로,공항대로,45,0.025,0.03,0.4,0.003
2977,20230315,일반도로,종로,40,0.021,0.027,0.5,0.003
2980,20230315,일반도로,청계천로,44,0.023,0.031,0.5,0.004
2981,20230315,일반도로,한강대로,59,0.024,0.032,0.5,0.004
2982,20230315,일반도로,천호대로,43,0.018,0.035,0.5,0.003
2983,20230315,일반도로,도산대로,48,0.026,0.019,0.5,0.002
2984,20230315,중앙차로,강남대로,48,0.019,0.034,0.8,0.003
2986,20230315,경계,세곡,43,0.027,0.025,0.6,0.003
2987,20230315,일반도로,신촌로,49,0.02,0.028,0.5,0.003
2989,20230315,일반도로,영등포로,47,0.019,0.035,0.5,0.003
2992,20230315,경계,행주,45,0.025,0.023,0.3,0.003
2993,20230315,경계,항동,43,0.033,0.011,0.4,0.003
2994,20230315,일반도로,홍릉로,43,0.018,0.037,0.6,0.004
2995,20230315,전용차로,정릉로,43,0.016,0.038,0.6,0.003
2996,20230315,전용차로,강변북로,50,0.017,0.038,0.6,0.003
2997,20230315,일반도로,화랑로,43,0.015,0.039,0.5,0.003
2998,20230315,일반도로,시흥대로,43,0.025,0.029,0.4,0.003
2999,20230315,중앙차로,동작대로,39,0.023,0.034,0.5,0.003
3000,20230314,일반도로,한강대로,63,0.03,0.025,0.5,0.004
3002,20230314,일반도로,홍릉로,41,0.025,0.027,0.4,0.004
3003,20230314,전용차로,정릉로,42,0.019,0.035,0.5,0.003
3004,20230314,일반도로,천호대로,46,0.027,0.027,0.4,0.003
3005,20230314,전용차로,강변북로,48,0.023,0.035,0.5,0.003
3006,20230314,일반도로,종로,39,0.025,0.026,0.5,0.003
3007,20230314,일반도로,화랑로,43,0.02,0.036,0.4,0.003
3008,20230314,경계,항동,40,0.042,0.009,0.2,0.003
3009,20230314,경계,세곡,50,0.028,0.025,0.6,0.004
3010,20230314,중앙차로,동작대로,38,0.033,0.027,0.4,0.003
3012,20230314,경계,행주,41,0.032,0.019,0.2,0.003
3013,20230314,일반도로,시흥대로,45,0.027,0.03,0.4,0.003
3015,20230314,중앙차로,공항대로,44,0.035,0.022,0.3,0.003
3016,20230314,일반도로,영등포로,41,0.023,0.032,0.8,0.007
3019,20230314,일반도로,청계천로,40,0.027,0.028,0.5,0.004
3022,20230314,중앙차로,강남대로,52,0.027,0.028,0.6,0.003
3023,20230314,일반도로,신촌로,46,0.028,0.024,0.4,0.003
3024,20230314,일반도로,도산대로,48,0.031,0.017,0.4,0.002
3026,20230313,일반도로,홍릉로,31,0.025,0.021,0.4,0.003
3027,20230313,일반도로,한강대로,46,0.032,0.016,0.4,0.004
3028,20230313,경계,세곡,41,0.033,0.019,0.5,0.003
3029,20230313,전용차로,정릉로,33,0.024,0.023,0.4,0.003
3030,20230313,경계,항동,29,0.039,0.007,0.2,0.004
3031,20230313,전용차로,강변북로,41,0.025,0.029,0.4,0.003
3032,20230313,일반도로,청계천로,33,0.032,0.017,0.4,0.003
3033,20230313,일반도로,화랑로,36,0.027,0.025,0.3,0.003
3034,20230313,일반도로,종로,31,0.03,0.015,0.4,0.003
3035,20230313,일반도로,신촌로,38,0.024,0.024,0.4,0.003
3037,20230313,경계,행주,29,0.032,0.009,0.2,0.003
3038,20230313,중앙차로,강남대로,44,0.026,0.027,0.6,0.002
