"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"202307111000","중랑구","0.0249","0.0359","0.36","0.0021","33","18"
"202307111000","중구","0.0347","0.0236","0.56","0.0025","34","26"
"202307111000","서대문구","0.0185","0.0366","0.42","0.0023","23","17"
"202307111000","동작구","0.0125","0.051","0.3","0.0021","18","13"
"202307111000","은평구","0.0199","0.0243","0.68","0.0027","","22"
"202307111000","도봉구","0.0191","0.0227","0.48","0.0023","22","17"
"202307111000","양천구","0.0169","0.0405","0.41","0.0026","27","20"
"202307111000","광진구","0.0226","0.0327","0.31","0.0024","28","18"
"202307111000","동대문구","0.0225","0.0323","0.44","0.0029","37","22"
"202307110900","성동구","0.0231","0.0325","0.41","0.0023","42","21"
"202307110900","성북구","0.0244","0.0319","0.5","0.0028","30","22"
"202307110900","도봉구","0.0162","0.0364","0.44","0.0024","34","20"
"202307110900","은평구","0.0174","0.0257","0.68","0.0028","32","24"
"202307110900","양천구","0.0213","0.0268","0.46","0.0026","46","29"
"202307110900","서대문구","0.0152","0.0372","0.43","0.0024","33","22"
"202307110900","동대문구","0.019","0.0366","0.45","0.0028","44","22"
"202307110900","서초구","0.0237","0.0337","0.41","0.0027","41","19"
"202307110900","노원구","0.0261","0.0222","0.47","0.002","38","17"
"202307110900","강동구","0","0.0299","0.36","0.0025","35","15"
"202307110900","광진구","0.0264","0.0267","0.36","0.0025","38","21"
"202307110900","용산구","0.0255","0.0347","0.45","0.0028","38","31"
"202307110900","마포구","0.0218","0.034","0.45","0.0028","36","29"
"202307110900","관악구","0.0221","0.0341","0.43","0.0026","31","25"
"202307110900","동작구","0.0208","0.0318","0.38","0.0023","45","26"
"202307110900","강북구","0.0123","0.0389","0.43","0.0019","43","22"
"202307110900","송파구","0.0222","0.0348","0.42","0.0022","37","24"
"202307110900","중구","0.0312","0.0256","0.7","0.0026","37","28"
"202307110900","영등포구","0.0231","0.032","0.44","0.0023","34","24"
"202307110900","중랑구","0.0318","0.0277","0.39","0.0024","36","22"
"202307110900","강남구","0.0222","0.0322","0.4","0.0029","37","21"
"202307110900","종로구","0.0233","0.0344","0.51","0.0028","42","22"
"202307110900","구로구","0.0191","0.0281","0.33","0.002","25","17"
"202307110900","강서구","0.0218","0.0321","0.47","0.0024","41","25"
"202307110900","금천구","0.0258","0.0256","0.45","0.0028","42","25"
"202307110800","강서구","0.0165","0.0402","0.45","0.0025","41","22"
"202307110800","중구","0.0225","0.0358","0.47","0.0025","28","19"
"202307110800","노원구","0.0178","0.0365","0.43","0.0022","31","16"
"202307110800","양천구","0.0144","0.0374","0.42","0.0023","42","24"
"202307110800","서초구","0.0161","0.0415","0.4","0.0026","48","20"
"202307110800","강남구","0.0107","0.0473","0.36","0.0028","30","20"
"202307110800","은평구","0.0168","0.0283","0.66","0.0028","33","22"
"202307110800","성동구","0.0166","0.0432","0.4","0.0023","30","17"
"202307110800","용산구","0.022","0.0383","0.45","0.0029","35","21"
"202307110800","동대문구","0.0175","0.0393","0.44","0.0029","32","17"
"202307110800","송파구","0.0258","0.0314","0.41","0.0023","31","16"
"202307110800","영등포구","0.0176","0.0399","0.41","0.0029","35","21"
"202307110800","금천구","0.016","0.0368","0.53","0.0028","41","24"
"202307110800","도봉구","0.0184","0.0321","0.45","0.0026","27","17"
"202307110800","서대문구","0.0112","0.0459","0.38","0.0024","32","17"
"202307110800","성북구","0.0159","0.0407","0.44","0.0029","25","15"
"202307110800","마포구","0.0166","0.0436","0.4","0.0033","31","22"
"202307110800","강동구","0","0.0258","0.4","0.0024","30","14"
"202307110800","광진구","0.0233","0.0308","0.35","0.0026","31","16"
"202307110800","관악구","0.0116","0.0448","0.42","0.0026","38","21"
"202307110800","종로구","0.0203","0.0389","0.46","0.0028","30","17"
"202307110800","동작구","0.0224","0.0308","0.39","0.0023","37","20"
"202307110800","중랑구","0.0213","0.0381","0.38","0.0023","30","18"
"202307110800","강북구","0.0112","0.0336","0.46","0.0022","31","15"
"202307110800","구로구","0.0122","0.0364","0.32","0.002","34","17"
"202307110700","성북구","0.0176","0.0401","0.43","0.0029","20","13"
"202307110700","강서구","0.0148","0.0441","0.44","0.0032","29","16"
"202307110700","양천구","0.0129","0.0421","0.43","0.0025","31","20"
"202307110700","마포구","0.0167","0.0472","0.41","0.0029","24","18"
"202307110700","용산구","0.0195","0.0432","0.42","0.0031","28","17"
"202307110700","서초구","0.0188","0.0389","0.38","0.0027","34","16"
"202307110700","금천구","0.0108","0.0412","0.38","0.0031","35","22"
"202307110700","노원구","0.0139","0.04","0.44","0.0024","30","17"
"202307110700","구로구","0.0104","0.0403","0.3","0.0021","33","18"
"202307110700","동대문구","0.0142","0.0443","0.4","0.0033","28","16"
"202307110700","중랑구","0.0172","0.0396","0.37","0.0023","27","15"
"202307110700","중구","0.022","0.0385","0.43","0.0023","23","15"
"202307110700","영등포구","0.0186","0.0427","0.41","0.0026","30","14"
"202307110700","은평구","0.0163","0.0318","0.64","0.003","26","16"
"202307110700","도봉구","0.0183","0.0276","0.43","0.0027","18","17"
"202307110700","송파구","0.0174","0.0382","0.41","0.0024","29","11"
"202307110700","광진구","0.0266","0.021","0.39","0.0027","30","15"
"202307110700","강남구","0.0135","0.044","0.36","0.0031","26","18"
"202307110700","관악구","0.0111","0.0496","0.4","0.0028","35","19"
"202307110700","강북구","0.0077","0.0296","0.45","0.0022","32","15"
"202307110700","서대문구","0.0103","0.0474","0.39","0.0026","27","16"
"202307110700","강동구","0","0.0244","0.41","0.0023","29","12"
"202307110700","종로구","0.0168","0.0436","0.45","0.0027","24","12"
"202307110700","성동구","0.0183","0.0381","0.39","0.0022","26","20"
"202307110700","동작구","0.017","0.0365","0.36","0.0023","30","17"
"202307110600","종로구","0.0134","0.0481","0.44","0.0027","23","12"
"202307110600","동작구","0.0119","0.0453","0.34","0.0024","26","13"
"202307110600","중구","0.0174","0.0414","0.44","0.0025","20","11"
"202307110600","금천구","0.0062","0.0506","0.34","0.003","28","17"
"202307110600","구로구","0.01","0.0405","0.29","0.0023","28","13"
"202307110600","송파구","0.011","0.0443","0.4","0.0024","28","14"
"202307110600","강동구","0","0.0334","0.38","0.0023","26","13"
"202307110600","노원구","0.0099","0.0436","0.42","0.0023","28","14"
"202307110600","서대문구","0.0123","0.0417","0.39","0.0028","18","13"
"202307110600","서초구","0.0115","0.0442","0.37","0.0028","28","11"
"202307110600","강남구","0.0117","0.0461","0.36","0.0031","23","14"
"202307110600","성동구","0.0102","0.047","0.38","0.0026","24","14"
"202307110600","영등포구","0.0221","0.0397","0.41","0.0031","23","13"
"202307110600","강서구","0.0128","0.0461","0.5","0.0031","28","14"
"202307110600","용산구","0.0156","0.045","0.43","0.0027","26","16"
"202307110600","중랑구","0.0144","0.0388","0.36","0.0024","28","16"
"202307110600","광진구","0.0183","0.0267","0.37","0.0028","30","15"
"202307110600","마포구","0.009","0.0583","0.38","0.003","23","14"
"202307110600","동대문구","0.0086","0.0507","0.41","0.0032","27","13"
"202307110600","관악구","0.0118","0.051","0.4","0.0029","25","14"
"202307110600","도봉구","0.0098","0.0405","0.38","0.0027","24","12"
"202307110600","성북구","0.0125","0.0449","0.43","0.0031","13","14"
"202307110600","양천구","0.0114","0.0433","0.41","0.0024","28","15"
"202307110600","강북구","0.0073","0.0313","0.41","0.0026","30","13"
"202307110600","은평구","0.0083","0.0391","0.61","0.003","26","19"
"202307110500","강북구","0.0071","0.0313","0.39","0.0024","31","14"
"202307110500","송파구","0.0099","0.0432","0.41","0.0026","28","14"
"202307110500","금천구","0.0066","0.0504","0.4","0.0029","29","16"
"202307110500","강남구","0.0101","0.0492","0.38","0.003","28","16"
"202307110500","광진구","0.0157","0.0295","0.33","0.0028","29","15"
"202307110500","서대문구","0.0099","0.0439","0.38","0.003","23","12"
"202307110500","강서구","0.0094","0.0511","0.41","0.0031","27","14"
"202307110500","도봉구","0.007","0.0414","0.37","0.0027","23","12"
"202307110500","강동구","0","0.0378","0.38","0.0024","27","12"
"202307110500","중구","0.0167","0.0411","0.42","0.003","19","15"
"202307110500","은평구","0.0068","0.0397","0.6","0.0031","26","20"
"202307110500","중랑구","0.0123","0.0438","0.33","0.0026","30","16"
"202307110500","동작구","0.0086","0.045","0.33","0.0025","25","13"
"202307110500","종로구","0.0118","0.0479","0.45","0.0032","25","11"
"202307110500","동대문구","0.0087","0.0485","0.43","0.0033","28","12"
"202307110500","구로구","0.0062","0.0453","0.28","0.0023","19","16"
"202307110500","노원구","0.0089","0.0427","0.37","0.0023","31","15"
"202307110500","서초구","0.0082","0.0447","0.39","0.0029","24","11"
"202307110500","성동구","0.0111","0.0455","0.4","0.0027","27","11"
"202307110500","용산구","0.0124","0.051","0.43","0.0032","28","18"
"202307110500","영등포구","0.0105","0.0531","0.37","0.0028","22","9"
"202307110500","마포구","0.0084","0.0589","0.38","0.0032","23","15"
"202307110500","양천구","0.0095","0.0465","0.4","0.0026","27","14"
"202307110500","관악구","0.0091","0.053","0.4","0.003","23","12"
"202307110500","성북구","0.0128","0.0381","0.44","0.0031","17","13"
"202307110400","강북구","0.0056","0.0353","0.36","0.0024","31","14"
"202307110400","종로구","0.0136","0.0476","0.47","0.0032","22","11"
"202307110400","강동구","0","0.0385","0.33","0.0021","27","13"
"202307110400","서대문구","0.0082","0.0442","0.36","0.0028","20","9"
"202307110400","은평구","0.0069","0.0333","0.59","0.003","22","16"
"202307110400","동대문구","0.0091","0.0491","0.41","0.0035","26","13"
"202307110400","서초구","0.0078","0.0468","0.37","0.0029","21","14"
"202307110400","강서구","0.008","0.0567","0.44","0.0033","28","14"
"202307110400","동작구","0.0086","0.0402","0.33","0.0026","27","12"
"202307110400","용산구","0.0191","0.038","0.45","0.0029","26","14"
"202307110400","중구","0.0154","0.0419","0.41","0.003","19","11"
"202307110400","도봉구","0.006","0.0453","0.34","0.0025","20","13"
"202307110400","관악구","0.008","0.0571","0.38","0.0028","33","11"
"202307110400","금천구","0.0056","0.0415","0.35","0.0031","27","14"
"202307110400","영등포구","0.0084","0.0569","0.39","0.0031","22","11"
"202307110400","성동구","0.0103","0.0484","0.37","0.0026","25","13"
"202307110400","강남구","0.0122","0.0449","0.37","0.0032","23","14"
"202307110400","광진구","0.014","0.0341","0.31","0.0028","28","14"
"202307110400","양천구","0.0076","0.0523","0.41","0.0027","27","15"
"202307110400","마포구","0.0082","0.0603","0.39","0.0032","22","14"
"202307110400","노원구","0.0099","0.0405","0.36","0.0021","29","14"
"202307110400","구로구","0.0057","0.0459","0.28","0.0026","18","12"
"202307110400","중랑구","0.0108","0.044","0.32","0.0025","27","15"
"202307110400","송파구","0.0114","0.0447","0.4","0.0025","27","13"
"202307110400","성북구","0.0118","0.0403","0.43","0.0032","18","14"
"202307110300","성동구","0.0098","0.0532","0.38","0.0028","25","9"
"202307110300","양천구","0.0088","0.0513","0.43","0.0029","30","14"
"202307110300","구로구","0.0052","0.0491","0.32","0.0031","13","11"
"202307110300","동작구","0.0097","0.0421","0.32","0.0025","29","14"
"202307110300","강서구","0.0087","0.0559","0.45","0.0036","24","12"
"202307110300","서초구","0.0057","0.0533","0.37","0.0029","23","9"
"202307110300","관악구","0.0088","0.0555","0.47","0.003","29","13"
"202307110300","도봉구","0.0056","0.0521","0.33","0.0028","22","13"
"202307110300","영등포구","0.0094","0.056","0.49","0.0033","23","12"
"202307110300","강동구","0","0.0398","0.3","0.0026","25","11"
"202307110300","금천구","0.0058","0.0426","0.38","0.0028","29","11"
"202307110300","종로구","0.0119","0.0502","0.43","0.0032","22","8"
"202307110300","노원구","0.0094","0.0483","0.36","0.0021","28","10"
"202307110300","광진구","0.0128","0.0408","0.33","0.0031","24","14"
"202307110300","마포구","0.0101","0.0572","0.39","0.0037","22","14"
"202307110300","강남구","0.0103","0.0516","0.38","0.0032","25","15"
"202307110300","용산구","0.0086","0.0593","0.42","0.0033","23","15"
"202307110300","중구","0.0102","0.0506","0.37","0.0027","17","12"
"202307110300","동대문구","0.0091","0.0515","0.4","0.0031","27","11"
"202307110300","서대문구","0.0072","0.0473","0.34","0.0029","21","9"
"202307110300","중랑구","0.01","0.0494","0.35","0.0027","29","16"
"202307110300","은평구","0.0065","0.0346","0.56","0.003","24","13"
"202307110300","성북구","0.0091","0.0487","0.37","0.0031","16","13"
"202307110300","강북구","0.0049","0.0398","0.35","0.0024","31","15"
"202307110300","송파구","0.0114","0.0479","0.37","0.0024","29","10"
"202307110200","강서구","0.0082","0.0588","0.35","0.0035","25","10"
"202307110200","광진구","0.0092","0.0493","0.26","0.003","27","14"
"202307110200","중구","0.0109","0.052","0.33","0.0029","19","10"
"202307110200","도봉구","0.0058","0.0635","0.34","0.0031","16","14"
"202307110200","금천구","0.0067","0.044","0.37","0.0033","26","14"
"202307110200","마포구","0.0102","0.0595","0.34","0.0031","22","13"
"202307110200","동대문구","0.0084","0.0549","0.35","0.0034","26","12"
"202307110200","양천구","0.0071","0.0555","0.37","0.0028","27","14"
"202307110200","서초구","0.0064","0.0528","0.33","0.0029","18","9"
"202307110200","성동구","0.0106","0.052","0.32","0.0027","24","13"
"202307110200","영등포구","0.008","0.0599","0.33","0.003","22","10"
"202307110200","관악구","0.0088","0.0592","0.38","0.0033","25","11"
"202307110200","구로구","0.0067","0.0479","0.29","0.0031","21","11"
"202307110200","동작구","0.009","0.0476","0.3","0.0027","26","13"
"202307110200","중랑구","0.0121","0.0494","0.3","0.0027","28","14"
"202307110200","강동구","0","0.0451","0.29","0.0027","27","14"
"202307110200","강북구","0.0048","0.0481","0.36","0.0025","32","15"
"202307110200","서대문구","0.0086","0.0494","0.34","0.003","20","11"
"202307110200","용산구","0.0078","0.0626","0.35","0.0034","25","14"
"202307110200","강남구","0.0101","0.0503","0.32","0.0032","26","14"
"202307110200","종로구","0.0094","0.0561","0.36","0.0031","23","10"
"202307110200","은평구","0.0066","0.038","0.57","0.0031","20","12"
"202307110200","성북구","0.0078","0.0526","0.37","0.0031","19","8"
"202307110200","노원구","0.0087","0.0571","0.36","0.0024","26","13"
"202307110200","송파구","0.0094","0.0555","0.35","0.0026","26","12"
"202307110100","중랑구","0.0139","0.0546","0.3","0.0026","29","15"
"202307110100","성북구","0.008","0.0554","0.37","0.0033","21","10"
"202307110100","서대문구","0.0072","0.058","0.32","0.0032","23","10"
"202307110100","동대문구","0.0082","0.0572","0.36","0.0032","31","13"
"202307110100","노원구","0.0077","0.0627","0.36","0.0025","27","11"
"202307110100","용산구","0.0087","0.0612","0.36","0.0031","29","15"
"202307110100","종로구","0.0103","0.0573","0.36","0.0029","26","11"
"202307110100","강동구","0.0057","0.0441","0.31","0.0025","32","14"
"202307110100","강남구","0.009","0.0559","0.3","0.0029","27","16"
"202307110100","구로구","0.0069","0.0478","0.25","0.0027","21","10"
"202307110100","서초구","0.0096","0.0509","0.32","0.0029","26","11"
"202307110100","영등포구","0.0089","0.0577","0.34","0.0027","25","8"
"202307110100","마포구","0.009","0.0639","0.34","0.0029","25","13"
"202307110100","관악구","0.011","0.0546","0.36","0.0033","28","12"
"202307110100","은평구","0.0065","0.0485","0.58","0.0033","18","12"
"202307110100","동작구","0.0084","0.0557","0.28","0.0028","28","15"
"202307110100","중구","0.0112","0.0547","0.34","0.0028","24","14"
"202307110100","광진구","0.009","0.0518","0.27","0.0029","38","16"
"202307110100","금천구","0.0077","0.0448","0.37","0.0035","29","14"
"202307110100","도봉구","0.0054","0.0676","0.34","0.003","22","12"
"202307110100","강서구","0.0081","0.0617","0.38","0.0033","24","10"
"202307110100","강북구","0.0059","0.0582","0.37","0.0026","34","18"
"202307110100","송파구","0.0095","0.0559","0.33","0.0024","30","12"
"202307110100","성동구","0.0103","0.0555","0.3","0.0028","25","13"
"202307110100","양천구","0.0071","0.058","0.35","0.0029","24","10"
"202307110000","강서구","0.008","0.0637","0.37","0.0031","23","11"
"202307110000","종로구","0.0108","0.0582","0.38","0.0028","25","12"
"202307110000","노원구","0.0091","0.063","0.37","0.0023","38","17"
"202307110000","성동구","0.0104","0.0573","0.3","0.0026","28","14"
"202307110000","영등포구","0.0091","0.0597","0.33","0.0028","24","10"
"202307110000","관악구","0.0119","0.0557","0.37","0.0031","31","12"
"202307110000","강북구","0.0075","0.068","0.37","0.0024","40","17"
"202307110000","강남구","0.0095","0.0578","0.32","0.003","33","16"
"202307110000","서대문구","0.008","0.0657","0.31","0.0031","24","12"
"202307110000","성북구","0.0094","0.0578","0.39","0.0033","21","14"
"202307110000","광진구","0.0102","0.0532","0.27","0.0029","33","15"
"202307110000","도봉구","0.0061","0.0689","0.35","0.0028","26","17"
"202307110000","중구","0.0113","0.0561","0.34","0.0029","21","11"
"202307110000","강동구","0.0098","0.0428","0.31","0.0023","33","15"
"202307110000","송파구","0.0107","0.0538","0.35","0.0026","31","15"
"202307110000","은평구","0.007","0.054","0.57","0.0033","26","18"
"202307110000","용산구","0.0095","0.0616","0.38","0.0034","30","15"
"202307110000","금천구","0.0101","0.0496","0.35","0.0034","32","15"
"202307110000","동작구","0.0089","0.056","0.28","0.0026","31","12"
"202307110000","양천구","0.0068","0.0613","0.37","0.0028","27","12"
"202307110000","중랑구","0.0153","0.0553","0.33","0.0031","31","17"
"202307110000","동대문구","0.0083","0.0589","0.36","0.003","30","13"
"202307110000","서초구","0.0101","0.0519","0.32","0.0028","23","9"
"202307110000","구로구","0.0069","0.049","0.25","0.0028","21","9"
"202307110000","마포구","0.0085","0.067","0.34","0.0028","23","12"
"202307102300","양천구","0.0085","0.0621","0.38","0.0024","33","12"
"202307102300","마포구","0.0094","0.0707","0.38","0.0032","31","17"
"202307102300","도봉구","0.0089","0.0607","0.37","0.0028","34","15"
"202307102300","성동구","0.0113","0.0608","0.32","0.0034","34","17"
"202307102300","영등포구","0.01","0.0643","0.37","0.003","28","12"
"202307102300","강남구","0.0121","0.058","0.33","0.0031","36","19"
"202307102300","용산구","0.008","0.0696","0.37","0.0036","35","17"
"202307102300","송파구","0.0116","0.0551","0.35","0.0025","33","21"
"202307102300","동작구","0.0089","0.0576","0.29","0.0027","35","14"
"202307102300","관악구","0.0126","0.0582","0.41","0.003","37","16"
"202307102300","구로구","0.0056","0.0552","0.25","0.0028","20","9"
"202307102300","노원구","0.0122","0.0558","0.4","0.0023","38","16"
"202307102300","광진구","0.0091","0.0581","0.28","0.0031","41","18"
"202307102300","성북구","0.0107","0.0566","0.41","0.0031","27","9"
"202307102300","종로구","0.0093","0.0667","0.39","0.0027","34","13"
"202307102300","금천구","0.0127","0.0429","0.37","0.0035","38","16"
"202307102300","동대문구","0.0072","0.0656","0.38","0.0033","40","17"
"202307102300","강북구","0.0103","0.0615","0.4","0.0023","47","22"
"202307102300","강서구","0.0091","0.0665","0.37","0.0027","32","12"
"202307102300","중구","0.0125","0.059","0.39","0.0033","31","17"
"202307102300","서대문구","0.0073","0.0702","0.33","0.0028","31","16"
"202307102300","서초구","0.011","0.0533","0.32","0.003","30","12"
"202307102300","은평구","0.0073","0.0545","0.58","0.003","39","20"
"202307102300","강동구","0.009","0.0463","0.31","0.0023","39","19"
"202307102300","중랑구","0.0167","0.0566","0.35","0.003","39","19"
"202307102200","종로구","0.0125","0.059","0.4","0.003","31","13"
"202307102200","강남구","0.0113","0.0591","0.32","0.0029","29","15"
"202307102200","송파구","0.0105","0.0616","0.34","0.0026","30","12"
"202307102200","광진구","0.0104","0.0559","0.28","0.0029","30","14"
"202307102200","서대문구","0.0134","0.0583","0.35","0.0031","30","19"
"202307102200","은평구","0.0109","0.049","0.6","0.003","34","24"
"202307102200","마포구","0.0103","0.0668","0.38","0.0029","31","17"
"202307102200","강동구","0.0093","0.0495","0.32","0.0025","30","13"
"202307102200","용산구","0.0087","0.068","0.38","0.0032","35","17"
"202307102200","서초구","0.0103","0.0548","0.33","0.0028","41","12"
"202307102200","금천구","0.0111","0.0519","0.39","0.0036","33","14"
"202307102200","관악구","0.0118","0.061","0.44","0.003","39","17"
"202307102200","동작구","0.009","0.0588","0.28","0.0029","31","12"
"202307102200","영등포구","0.0107","0.0629","0.38","0.003","28","12"
"202307102200","구로구","0.0064","0.0557","0.27","0.0027","32","11"
"202307102200","성동구","0.0127","0.0581","0.33","0.0029","27","13"
"202307102200","양천구","0.0093","0.0604","0.39","0.0029","39","15"
"202307102200","중랑구","0.0185","0.0552","0.34","0.0028","32","16"
"202307102200","강서구","0.0091","0.0668","0.37","0.0028","37","17"
"202307102200","동대문구","0.0094","0.0601","0.38","0.003","34","14"
"202307102200","강북구","0.0089","0.0647","0.37","0.0021","39","17"
"202307102200","노원구","0.0126","0.057","0.38","0.0025","32","15"
"202307102200","도봉구","0.0096","0.0611","0.35","0.0028","29","17"
"202307102200","중구","0.0132","0.0558","0.37","0.0027","27","13"
"202307102200","성북구","0.0129","0.0513","0.38","0.0032","21","15"
"202307102100","성북구","0.0144","0.0521","0.34","0.003","17","12"
"202307102100","중랑구","0.0181","0.0562","0.32","0.0026","28","12"
"202307102100","동대문구","0.0124","0.0576","0.37","0.0031","28","13"
"202307102100","양천구","0.0101","0.0576","0.38","0.0027","35","14"
"202307102100","금천구","0.01","0.0554","0.35","0.003","32","19"
"202307102100","광진구","0.0112","0.0563","0.26","0.0027","31","12"
"202307102100","강북구","0.0093","0.0642","0.35","0.0024","34","16"
"202307102100","강남구","0.0126","0.0598","0.31","0.0029","27","15"
"202307102100","종로구","0.0148","0.0567","0.38","0.0029","29","10"
"202307102100","노원구","0.0128","0.0584","0.37","0.0022","32","15"
"202307102100","마포구","0.0159","0.0579","0.37","0.0026","26","14"
"202307102100","서초구","0.0102","0.0568","0.31","0.0027","25","14"
"202307102100","강동구","0.0116","0.0483","0.3","0.0025","30","11"
"202307102100","중구","0.0152","0.0546","0.34","0.0028","23","13"
"202307102100","관악구","0.0127","0.0613","0.43","0.003","34","14"
"202307102100","강서구","0.0117","0.0632","0.38","0.0031","34","16"
"202307102100","성동구","0.013","0.0585","0.31","0.0026","25","13"
"202307102100","구로구","0.0068","0.0537","0.25","0.0025","24","10"
"202307102100","서대문구","0.0139","0.0599","0.3","0.0031","24","10"
"202307102100","송파구","0.0132","0.0612","0.35","0.0025","28","14"
"202307102100","동작구","0.0091","0.0611","0.28","0.0026","30","14"
"202307102100","용산구","0.0128","0.0639","0.4","0.0032","24","14"
"202307102100","은평구","0.0111","0.0499","0.55","0.0028","31","19"
"202307102100","영등포구","0.0106","0.0628","0.34","0.0027","25","12"
"202307102100","도봉구","0.009","0.0641","0.3","0.0026","29","16"
"202307102000","종로구","0.0146","0.0582","0.39","0.0025","29","14"
"202307102000","금천구","0.0143","0.0526","0.43","0.0029","42","17"
"202307102000","용산구","0.0121","0.0661","0.35","0.0029","23","9"
"202307102000","송파구","0.0124","0.0656","0.34","0.0023","26","9"
"202307102000","은평구","0.0128","0.0511","0.5","0.0027","29","17"
"202307102000","강남구","0.0147","0.0577","0.32","0.0026","29","16"
"202307102000","양천구","0.0121","0.056","0.33","0.0028","32","14"
"202307102000","중랑구","0.0153","0.0598","0.3","0.0027","30","15"
"202307102000","성동구","0.0129","0.0615","0.29","0.0025","25","11"
"202307102000","영등포구","0.0104","0.0635","0.31","0.0026","38","15"
"202307102000","강서구","0.0136","0.0614","0.36","0.0028","46","15"
"202307102000","강동구","0.0127","0.0511","0.3","0.0028","29","13"
"202307102000","동작구","0.0104","0.0613","0.26","0.0025","32","15"
"202307102000","광진구","0.0119","0.0581","0.26","0.0029","29","13"
"202307102000","중구","0.0159","0.0545","0.32","0.0021","27","16"
"202307102000","동대문구","0.0097","0.0609","0.34","0.0028","31","13"
"202307102000","구로구","0.0066","0.0549","0.24","0.0023","25","11"
"202307102000","마포구","0.0118","0.0637","0.33","0.0029","23","14"
"202307102000","강북구","0.011","0.065","0.33","0.0025","31","16"
"202307102000","관악구","0.0135","0.0621","0.4","0.0026","35","16"
"202307102000","노원구","0.0149","0.062","0.39","0.0022","30","15"
"202307102000","도봉구","0.0111","0.0655","0.31","0.0027","25","14"
"202307102000","서초구","0.0113","0.0574","0.31","0.0027","24","10"
"202307102000","서대문구","0.0139","0.0609","0.27","0.0029","23","7"
"202307102000","성북구","0.0132","0.0559","0.31","0.003","20","11"
"202307101900","서대문구","0.012","0.069","0.25","0.0028","25","12"
"202307101900","성동구","0.0141","0.0661","0.28","0.0027","29","11"
"202307101900","종로구","0.0128","0.0665","0.36","0.0029","26","13"
"202307101900","도봉구","0.0073","0.0702","0.3","0.0027","24","18"
"202307101900","관악구","0.013","0.0638","0.37","0.0027","38","13"
"202307101900","광진구","0.0132","0.0626","0.27","0.0029","30","13"
"202307101900","중구","0.0158","0.06","0.33","0.0028","23","15"
"202307101900","강남구","0.0133","0.0648","0.31","0.003","29","17"
"202307101900","마포구","0.0122","0.0653","0.31","0.0026","29","25"
"202307101900","용산구","0.0135","0.071","0.34","0.0031","23","15"
"202307101900","양천구","0.0134","0.0547","0.35","0.0027","30","16"
"202307101900","강서구","0.0137","0.0636","0.35","0.0028","29","11"
"202307101900","서초구","0.012","0.0607","0.3","0.0027","29","12"
"202307101900","동작구","0.011","0.065","0.26","0.0026","29","15"
"202307101900","노원구","0.0135","0.0684","0.38","0.0025","34","22"
"202307101900","구로구","0.0086","0.0549","0.24","0.0024","25","12"
"202307101900","동대문구","0.0087","0.0681","0.33","0.0031","28","18"
"202307101900","중랑구","0.0204","0.0613","0.32","0.0029","28","15"
"202307101900","은평구","0.0161","0.0515","0.51","0.0027","26","13"
"202307101900","송파구","0.0121","0.0724","0.36","0.0024","30","13"
"202307101900","성북구","0.0135","0.0618","0.32","0.003","18","10"
"202307101900","금천구","0.0133","0.0545","0.35","0.0025","32","13"
"202307101900","강북구","0.0119","0.0706","0.35","0.0027","29","18"
"202307101900","강동구","0.0111","0.0594","0.32","0.0025","31","14"
"202307101900","영등포구","0.0142","0.0634","0.32","0.0026","28","19"
"202307101800","노원구","0.0123","0.0739","0.38","0.0024","35","21"
"202307101800","도봉구","0.007","0.0749","0.34","0.003","27","16"
"202307101800","서초구","0.0117","0.0634","0.31","0.0027","30","12"
"202307101800","동대문구","0.0085","0.0699","0.35","0.0034","37","18"
"202307101800","영등포구","0.014","0.0671","0.34","0.0028","28","15"
"202307101800","용산구","0.0143","0.0705","0.33","0.0027","33","18"
"202307101800","중랑구","0.0199","0.0681","0.32","0.0029","32","22"
"202307101800","종로구","0.011","0.0695","0.37","0.003","32","16"
"202307101800","구로구","0.0088","0.0598","0.24","0.0023","27","11"
"202307101800","은평구","0.015","0.0552","0.51","0.0025","28","19"
"202307101800","강서구","0.0123","0.0697","0.34","0.0029","27","13"
"202307101800","강북구","0.0121","0.0739","0.4","0.0026","33","19"
"202307101800","동작구","0.0099","0.0693","0.26","0.0026","32","14"
"202307101800","마포구","0.0102","0.0624","0.32","0.0025","","21"
"202307101800","성북구","0.0134","0.066","0.35","0.0031","25","20"
"202307101800","성동구","0.0147","0.0711","0.3","0.003","33","19"
"202307101800","관악구","0.0105","0.0681","0.33","0.0029","33","14"
"202307101800","금천구","0.0127","0.0571","0.32","0.0026","29","14"
"202307101800","양천구","0.0115","0.0552","0.34","0.0029","29","15"
"202307101800","송파구","0.0096","0.0853","0.33","0.0025","36","17"
"202307101800","서대문구","0.0113","0.072","0.27","0.003","24","15"
"202307101800","강남구","0.0127","0.0731","0.3","0.0029","32","18"
"202307101800","강동구","0.0127","0.0653","0.32","0.0026","33","20"
"202307101800","광진구","0.0119","0.0708","0.27","0.003","35","18"
"202307101800","중구","0.0158","0.0628","0.34","0.0027","26","16"
"202307101700","종로구","0.0128","0.0787","0.39","0.0028","38","21"
"202307101700","서대문구","0.0105","0.0754","0.28","0.003","30","14"
